,text
9620,"ガクブル退避 (@ ローソン 棚倉堤稲田店 in 棚倉町, 福島県) https://t.co/3UNo4vBEXk"
9626,@kizuka_riku @mofel_pbw  明日以降の行き先のご相談なのですー。 お二人の希望が雷の塔だったので、それでいいかなぁとも思っていたのですが、別のPTの方から3PT連合作戦のお誘いを頂きました。 行き先が獣王の聖域でのボス討伐なのですが、お二人のお気持ちはどうでしょうか？
9628,@kaikyuu 目の前で倒れてびっくりしました。10分くらい遅れたかな。最初は駅員さんが車椅子持ってきたけど担架のほうがいいという事で担架で運ばれていきました。倒れたあと本人意識があって貧血です大丈夫ですって言って起きようとしたけど周りの人が起きないほうがいいと言って担架がくるまで横に。
9629,@Dgoutokuji @Kitsch_Matsuo 幼児ウヨクの頭の中は　何でも改憲に結びつくらしいね。基本的人権を全否定している自民党に緊急事態条項持たせたら。なんとかに刃物。
9630,@syala386 こんばんはー♫ テレビラジオ、ツイッター。最近は情報共有が早いのですぐに震源地などはわかるんですよね。そういう意味では安心なんですが、そんな余裕もないくらいに、昨日は結構揺れていました。 怖いですね、避けようがない自然災害は。
9633,@zettai_0_mihan ここで確実に言えることは、あなた方、ドラマ製作陣は身勝手にハッキングや盗撮をしてプライバシーを危険に晒して迷惑行為を繰り返しているという犯罪行為です。  私へのストーカー行為を警察へ報告して下さい。ストーカー規制法を適用させて下さい。
9634,@Tchan0311 ハイジャックテロリストの言うこと聞いて、かつて15億も血税💶渡すのだから…今こそ“超法規的‼️”じゃありませんかね⁉️😤 https://t.co/In7nqxX4my
9636,@nyattp1 そういう扱いになるのは黒亥子だけかと思ってたけど、道路の崩落した穴の中に四人も市民がいるのにそのままコンクリ砕石流し込んで埋めちゃうなんてのを21世紀にもなってガチでやるとは思わなかった。
9644,@Moka_rijun_0516 すっぴんはもう顔面土砂崩れレベルでヤベーよ
9646,@N4Tpo9dsgtyqblM ああ、雷は凄かったですね。 気象学的には興味深かったが落雷で電柱の変圧器が溶けて半日停電したりパソコンぶっ壊れたり恨みしかなかったw 釧路、根室の南岸低気圧はとってもエキサイティングです。 低気圧が猛発達して根室南東海上に進むとき、アドレナリン全開になり一晩中寝れなかった
9649,@hitori_murasaki @arimoto_kaori そもそも現状中国の開発した生物兵器であるということすら否定できない。 一番の問題はこのウィルスの発生源が中国であること。 誰も大量殺人鬼を信用なんてしません。 そして大量殺人鬼が殺人ウィルスを作っても誰も不思議に思いません。
9650,コロナウイルス震源地武漢から命がけで上げた動画 「和訳」 https://t.co/GlNe9YhQBc @YouTubeより
9651,@ShovetPlaude 勤め先に保険代理店的な部門あるんだけど、電話小耳にしてると自然災害って同時大量発生の時支払い渋くなってる感じするで
9654,@R_B_HERO_TL うちのが不憫属性のだから案外最初はディスペアさん全く関係なく強盗事件とか立てこもり事件に巻き込まれて融合したのかもしれない
9656,@Moka_cos 你什麼時候坑雷姆了ｗｗｗ
9657,@mpmp_mpp_ 何でも食べてくれる子、偉いなぁあぁ✨✨✨ うちの子は偏食大王な上に好き嫌い大魔王…👑 嫌いなものとか気に入らないものとか、匂いすら嗅ぎません、近付きもせん…😭 災害時とかどーすんだ…
9659,@Iq3Aua @akkunn325 まっきーにストーカーされるぞｗ
9667,@Raven00F  悪いなぁ少尉ぃ…恨むんなら時代を恨めよ(ガゴン…と音を立て、兵装担架装置に搭載していた突撃砲をパージしてから長刀を構えると「これで少しぁ軽くなった」と呟いて) https://t.co/Wq8LS7U9OG https://t.co/eRe848ZUZk
9675,@MR3_4824 震源の深さが関係してるかも
9676,@yuzupooooon333 ひぇぇぇぇぇん😭😭 ママのえちえちえりちゅ♡♥️ 最高すぎましゅ‥‥😢😢万病に効く！！そして世界中の(下半身的)飢饉も全て解消されていく‥‥！！ ゆずままこそこの世に降り立った神‥‥ｴﾝｴﾝ‥‥😭♥️ せくしーできゅーと♥️♥️ いただきますのごちそうさまです😋♥️ ミニずもきゃわわで最高です♡♥️
9683,@jumei_asuka ぽけもんごがなかったら猟奇殺人者になってたものね…。
9686,@lyricalium @eguchi2020  Urban Dictionary は万事こんな決めつけるノリなので、気にしてもしょうがないですよ。  https://t.co/uvzjppXg6i  語源は分かりませんが、インセル自称していた人が二回ぐらい大量殺人してるので、蔑称にはそのニュアンスがあると思います。  https://t.co/FRPyp7Y5Ep
9701,@sacha_1014 もとの素材が大事だから…😃 素材レベないと大惨事になるから笑🐚
9713,@kerorunkero おはようございます。 お昼寝から目覚めたら…めしテロに遭遇しました(笑) 晩御飯…肉にしたい
9716,@1nichi1kopi 最初はチョンダムドンの病院でしたが、高くて高陽市の病院に変えました😢80万₩は保険外の検査もあったので高かったのですが、それにしても毎回の負担が大きくて大変です( ´; ω ;` )
9719,@shirokatamari もう！にいちゃんうるさい！やれるもん！って燃えている
9720,新型コロナウイルス震源地の武漢は命がけ..日本でまだ知られてないヤバイ理由とは.. https://t.co/81c4XnCkJX @YouTubeより
9721,@go_totsu AI崩壊、たった今、観てきました。 面白かったですが、あり得そうで怖いなぁと思いました☺️
9724,@posipom 中国王朝は古代より疫病と飢饉で 滅びてきたそうだから もしや。。。
9725,@CC_fred0905 今回は被害者じゃなくて目撃者で安心しました😂鼻に口紅🤣🤣🤣
9727,@nabechan193 こちら大丈夫警察です。なにかありましたか？
9730,@ritsu_L_yuri 音が苦手なのは 抑うつ気味だから(･-･`* 静かな場所に退避ー
9734,@hoshiryoma0701 こんにちは、はじめまして。 リツイートから失礼します。 こちら星の血まみれ缶を持っているのですが、春川のなぞとも缶と交換は可能でしょうか？
9736,@pablic_view5490 担架を用意して、紹介状を渡しましょうか？
9737,犯人を推理で追い詰めて、みすみす自殺させちまう探偵は… 殺人者と変わんねーよ 【公式】名探偵コナン「ピアノソナタ「月光」殺人事件」｜　シーズン１ 第１１話 https://t.co/j3ujip6auA @YouTubeさんから
9743,@mgsbattlefield ほうさん、こんばんはバスはハイジャックではなくバスジャクですよ。ハイジャックは飛行機ですよ。
9745,@Shirotyontyon 恐らく強く叩きすぎて陥没しました()
9746,@sara0x0xx 覚醒剤でもしてなんか幻覚でもみえてるんかな？さらに会ってる光景とか笑 正気の沙汰じゃないなおっさん😃
9747,@ChimoDands いやそんな！違っ！待って！ 見て！！！(暴走+)
9750,@hinata_rin ウサギチームを導入するエリアから職員避難させるんやで！！！！！！！！！！！！！死ぬから！！！無理した回収もできるけどリセットしながらアブノーマリティをどんどん入れ替えて慣れつつってのもおぼやすいからね！
9751,@loveyassy 被告の海外逃亡の方法は、#ハイジャック 犯も応用可能なので、処罰することが #国益 なのでしょう。被告が外に出た後、被告の肉体は消えて、プライベートジェット機ではなく、旅客機のチケットを持ったハイジャック犯と入れ替わる可能性もあったと思います。#東京地検特捜部 https://t.co/dTDkx5AOIq
9754,@Vstpantsu650 間抜けな窃盗犯と見た‼️
9761,@__m_tyan ギリギリwwたしかにww3月だったもんねww そーなんよ！！ いや、なんか1回途中まで書いて避難してそのあと教室戻ってから早く帰ろうってなって先生に早口で時間割言われたから殴り書きしたのよww
9769,@gerogeroR よど号ハイジャック、テルアビブ空港、地下鉄サリン。  テロ先進国ニッポン。
9770,@n__ightmare_ 嫉妬心は妖力に変換されるから、爆発する程胸の内に溜め込めるものでもないわね…。それに過剰に嫉妬を摂取すると寧ろ抑える為に若干心が安らぐの。だからその辺りは大丈夫じゃない？ へぇ…。寛大な心ね…妬ましいわぁ…。 …なるほどね、夢の中に限定されるわけね。しかし、本当に夢の様な能力ねぇ。
